selection_id,edition_id,reference_normalized,response_text,stanzas_text,source_url,source_edition,territory,coverage_status,missing_reason,raw_sha256,normalized_sha256
ps102_15_17_18_20_28_21_22,local_rsvce,"ps102:15-17,18-20,28+21-22","The Lord will build up Zion again,","For thy servants hold her stones dear, and have pity on her dust. The nations will fear the name of the LORD, and all the kings of the earth thy glory. For the LORD will build up Zion, he will appear in his glory;

he will regard the prayer of the destitute, and will not despise their supplication. Let this be recorded for a generation to come, so that a people yet unborn may praise the LORD: that he looked down from his holy height, from heaven the LORD looked at the earth,

but thou art the same, and thy years have no end. to hear the groans of the prisoners, to set free those who were doomed to die; that men may declare in Zion the name of the LORD, and in Jerusalem his praise,",repo://assets/rsvce.db,,WORLD,complete,,a3836bec4a269c277cbf3ef72be9fd4dc75dd2d11ddae858c371e8d7c1a6621b,2cc5eb853a46f2bef7b99a85793aa7a6c0c22fe97f0ff5cda0eae1f4c7fefdb6
ps102_16_18_19_21_22_23,local_nabre,"ps102:16-18,19-21,22-23","The Lord shall build up Sion, He will appear in all his glory.","The nations shall fear your name, LORD, all the kings of the earth, your glory, Once the LORD has rebuilt Zion and appeared in glory, Heeding the plea of the lowly, not scorning their prayer.

Let this be written for the next generation, for a people not yet born, that they may praise the LORD: “The LORD looked down from the holy heights, viewed the earth from heaven, To attend to the groaning of the prisoners, to release those doomed to die.”

Then the LORD’s name will be declared on Zion, his praise in Jerusalem, When peoples and kingdoms gather to serve the LORD.",repo://assets/nabre.db,,WORLD,complete,,df38bb77b0f39f4a216bec0ec78d9945b530ed9e002abc23117ebd1291a8a062,c4c19ef529600dd61e7adb60595727fafb687015dec557ec3e71febec6e477ec
ps102_16_18_19_21_22_23,local_rsvce,"ps102:16-18,19-21,22-23","The Lord shall build up Sion, He will appear in all his glory.","The nations will fear the name of the LORD, and all the kings of the earth thy glory. For the LORD will build up Zion, he will appear in his glory; he will regard the prayer of the destitute, and will not despise their supplication.

Let this be recorded for a generation to come, so that a people yet unborn may praise the LORD: that he looked down from his holy height, from heaven the LORD looked at the earth, to hear the groans of the prisoners, to set free those who were doomed to die;

that men may declare in Zion the name of the LORD, and in Jerusalem his praise, when peoples gather together, and kingdoms, to worship the LORD.",repo://assets/rsvce.db,,WORLD,complete,,cf40b298a74ff68039b30b4351ae744b2370d822c96733cd10b11449b8e8c5ef,052b57d37e838553c23ebe67e195df2f47f3ef2cdad957a6bb0be24b6f4c9b26
ps102_16_18_19_21_29_22_23,local_nabre,"ps102:16-18,19-21,29,22-23","To you, Lord, I will offer a sacrifice of praise.","The nations shall fear your name, LORD, all the kings of the earth, your glory, Once the LORD has rebuilt Zion and appeared in glory, Heeding the plea of the lowly, not scorning their prayer.

Let this be written for the next generation, for a people not yet born, that they may praise the LORD: “The LORD looked down from the holy heights, viewed the earth from heaven, To attend to the groaning of the prisoners, to release those doomed to die.”

May the children of your servants live on; may their descendants live in your presence.

Then the LORD’s name will be declared on Zion, his praise in Jerusalem, When peoples and kingdoms gather to serve the LORD.",repo://assets/nabre.db,,WORLD,complete,,59c250ab9e76caf3f68abdec29f24e7cbd961bb0a4ceb3c7154efc48f18ef17b,fc3e4b2755cef7556627cbfbbf6674f1e82a3144fd9fede5a0692431265f2aa5
ps102_16_18_19_21_29_22_23,local_rsvce,"ps102:16-18,19-21,29,22-23","To you, Lord, I will offer a sacrifice of praise.","The nations will fear the name of the LORD, and all the kings of the earth thy glory. For the LORD will build up Zion, he will appear in his glory; he will regard the prayer of the destitute, and will not despise their supplication.

Let this be recorded for a generation to come, so that a people yet unborn may praise the LORD: that he looked down from his holy height, from heaven the LORD looked at the earth, to hear the groans of the prisoners, to set free those who were doomed to die;

The children of thy servants shall dwell secure; their posterity shall be established before thee.

that men may declare in Zion the name of the LORD, and in Jerusalem his praise, when peoples gather together, and kingdoms, to worship the LORD.",repo://assets/rsvce.db,,WORLD,complete,,d15fe1a8cfc0205af37afd1a6c1570f461891d56a96753974de0a250b6627bd2,c99cf3a2e9cc92deb2034b9da3ddd77178934b12ec1554b9f1d281c9bcea1f77
ps102_1_2_15_17_18_20,local_nabre,"ps102:1-2,15-17,18-20","O Lord, hear my prayer,","Psalm 102 Prayer in Time of Distress - The prayer of one afflicted and wasting away whose anguish is poured out before the LORD. I - LORD, hear my prayer; let my cry come to you.

Its stones are dear to your servants; its dust moves them to pity. The nations shall fear your name, LORD, all the kings of the earth, your glory, Once the LORD has rebuilt Zion and appeared in glory,

Heeding the plea of the lowly, not scorning their prayer. Let this be written for the next generation, for a people not yet born, that they may praise the LORD: “The LORD looked down from the holy heights, viewed the earth from heaven,",repo://assets/nabre.db,,WORLD,complete,,1bbebd5a351c45d662ca3373b4c67e2256b7b2f25a55d38cd89ed49ec1727158,059da580d994b0674f62fb27f4b0999e482fd495f1bb2d78502a00eb60436fc2
ps102_1_2_15_17_18_20,local_rsvce,"ps102:1-2,15-17,18-20","O Lord, hear my prayer,","Hear my prayer, O LORD; let my cry come to thee! Do not hide thy face from me in the day of my distress!Incline thy ear to me; answer me speedily in the day when I call!

For thy servants hold her stones dear, and have pity on her dust. The nations will fear the name of the LORD, and all the kings of the earth thy glory. For the LORD will build up Zion, he will appear in his glory;

he will regard the prayer of the destitute, and will not despise their supplication. Let this be recorded for a generation to come, so that a people yet unborn may praise the LORD: that he looked down from his holy height, from heaven the LORD looked at the earth,",repo://assets/rsvce.db,,WORLD,complete,,51749e3ade48544fee82e1ae9746224b506dc5f89d072d2b8d3fc100ef8b5dac,b11924303926a68cf9cfad43377ac796c901b0c773643bcf1fa9fb7ea36e607a
ps102_2_3_16_18_19_21,local_nabre,"ps102:2-3,16-18,19-21","O Lord, hear my prayer, and let my cry come to you.","I - LORD, hear my prayer; let my cry come to you. Turn your ear to me; when I call, answer me quickly.

The nations shall fear your name, LORD, all the kings of the earth, your glory, Once the LORD has rebuilt Zion and appeared in glory, Heeding the plea of the lowly, not scorning their prayer.

Let this be written for the next generation, for a people not yet born, that they may praise the LORD: “The LORD looked down from the holy heights, viewed the earth from heaven, To attend to the groaning of the prisoners, to release those doomed to die.”",repo://assets/nabre.db,,WORLD,complete,,fabe75e626c17bca6cc8b1f0c124cfd95f1e76f6f20f0548551d7e67c2abe251,b9268b9eb32247d3f9431832ddf54ad7bdc12e0c12a4b1970c125ad7fa992d39
ps102_2_3_16_18_19_21,local_rsvce,"ps102:2-3,16-18,19-21","O Lord, hear my prayer, and let my cry come to you.","Hear my prayer, O LORD; let my cry come to thee! Do not hide thy face from me in the day of my distress!Incline thy ear to me; answer me speedily in the day when I call!

The nations will fear the name of the LORD, and all the kings of the earth thy glory. For the LORD will build up Zion, he will appear in his glory; he will regard the prayer of the destitute, and will not despise their supplication.

Let this be recorded for a generation to come, so that a people yet unborn may praise the LORD: that he looked down from his holy height, from heaven the LORD looked at the earth, to hear the groans of the prisoners, to set free those who were doomed to die;",repo://assets/rsvce.db,,WORLD,complete,,b2056fc5e7dcee3e17852f2d302a0d9409062d370f2301340a51343b6c69c18d,98cc6d87e20cba43249f7d33615eed94faccf7199488d9316e589fa2346c9c96
ps103_13_14_15_16_17_18,local_nabre,"ps103:13-14,15-16,17-18",The Lord's kindness is everlasting to those who fear him.,"As a father has compassion on his children, so the LORD has compassion on those who fear him. For he knows how we are formed, remembers that we are dust.

As for man, his days are like the grass; he blossoms like a flower in the field. A wind sweeps over it and it is gone; its place knows it no more.

But the LORD’s mercy is from age to age, toward those who fear him. His salvation is for the children’s children of those who keep his covenant, and remember to carry out his precepts.",repo://assets/nabre.db,,WORLD,complete,,817b56bca7896d803135154a54e8605e082724b29d0fcac2980e45b86f33133e,76220d9e614ca080b622be1d0d6bebc2cf2e57a0ace0b8aeafeb62e15c80d6f6
ps103_13_14_15_16_17_18,local_rsvce,"ps103:13-14,15-16,17-18",The Lord's kindness is everlasting to those who fear him.,"As a father pities his children, so the LORD pities those who fear him. For he knows our frame; he remembers that we are dust.

As for man, his days are like grass; he flourishes like a flower of the field; for the wind passes over it, and it is gone, and its place knows it no more.

But the steadfast love of the LORDis from everlasting to everlasting upon those who fear him, and his righteousness to children's children, to those who keep his covenant and remember to do his commandments.",repo://assets/rsvce.db,,WORLD,complete,,b7c516986fb29dd2914bca765e8430c85a405f27a5d3e4d16ba48e03539f5fff,9497d817d4e589491548e749f9f8eb7518cc1e3942e93e7d56015a48e0da3167
ps103_1_2_11_12_19_20,local_nabre,"ps103:1-2,11-12,19-20",(19a) The Lord has set his throne in heaven.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

For as the heavens tower over the earth, so his mercy towers over those who fear him. As far as the east is from the west, so far has he removed our sins from us.

The LORD has set his throne in heaven; his dominion extends over all. Bless the LORD, all you his angels, mighty in strength, acting at his behest, obedient to his command.",repo://assets/nabre.db,,WORLD,complete,,741535c2b2c9150a17835ffcc03769ab08115d268e4d9f816c69d65ef73d5682,103c2c6c29b19604a526c171151a81319f761ec351bfcc4739b167fcb44f5ab0
ps103_1_2_11_12_19_20,local_rsvce,"ps103:1-2,11-12,19-20",(19a) The Lord has set his throne in heaven.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

For as the heavens are high above the earth, so great is his steadfast love toward those who fear him; as far as the east is from the west, so far does he remove our transgressions from us.

The LORD has established his throne in the heavens, and his kingdom rules over all. Bless the LORD, O you his angels,you mighty ones who do his word, hearkening to the voice of his word!",repo://assets/rsvce.db,,WORLD,complete,,8ced2a3aec4ed9298d68ede84e0b35a037f797435e7e5b0f34d98e777158070f,29c0ff917e9e624b99528d4547452ebbe71832db340dc25acb38122a0cdfeb55
ps103_1_2_11_12_19_20ab,local_nabre,"ps103:1-2,11-12,19-20ab",The Lord has set his throne in heaven.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

For as the heavens tower over the earth, so his mercy towers over those who fear him. As far as the east is from the west, so far has he removed our sins from us.

The LORD has set his throne in heaven; his dominion extends over all. Bless the LORD, all you his angels, mighty in strength, acting at his behest, obedient to his command.",repo://assets/nabre.db,,WORLD,complete,,14358c75bf676ce696158f683bacba9c3b54b5f233e29080669a363701517929,466844b5250943ce1122e6ec16f173adf624f87492ec84bb77b5eaa05a780421
ps103_1_2_11_12_19_20ab,local_rsvce,"ps103:1-2,11-12,19-20ab",The Lord has set his throne in heaven.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

For as the heavens are high above the earth, so great is his steadfast love toward those who fear him; as far as the east is from the west, so far does he remove our transgressions from us.

The LORD has established his throne in the heavens, and his kingdom rules over all. Bless the LORD, O you his angels,you mighty ones who do his word, hearkening to the voice of his word!",repo://assets/rsvce.db,,WORLD,complete,,9f5030f78e54f71b579f483cb6b6abe39ca22b53d06cf83016fcaae01405672e,204e51e6b514420778900b8a88ef57fc406c017eddf2fb780e66c5b4ea8b16a0
ps103_1_2_13_14_17_18a,local_nabre,"ps103:1-2,13-14,17-18a",The Lord's kindness is everlasting,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

As a father has compassion on his children, so the LORD has compassion on those who fear him. For he knows how we are formed, remembers that we are dust.

But the LORD’s mercy is from age to age, toward those who fear him. His salvation is for the children’s children of those who keep his covenant, and remember to carry out his precepts.",repo://assets/nabre.db,,WORLD,complete,,d3337b5e44e97008eec41edf975fcd1340096f1b00527d2faa0b1a0a416b3616,98657a7618335cd5ee6188eff4a74777e95a0f978447f61b6fc170060b98c2e0
ps103_1_2_13_14_17_18a,local_rsvce,"ps103:1-2,13-14,17-18a",The Lord's kindness is everlasting,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

As a father pities his children, so the LORD pities those who fear him. For he knows our frame; he remembers that we are dust.

But the steadfast love of the LORDis from everlasting to everlasting upon those who fear him, and his righteousness to children's children, to those who keep his covenant and remember to do his commandments.",repo://assets/rsvce.db,,WORLD,complete,,560bab6865ecf989daa8071051f2244d74453fb8ebe26b4a55dda8d3efc000d7,b89b7feae657af2b482d69cd0fb1ef6e6c69b0ef8e644346b248eb19f8437281
ps103_1_2_3_4_6_7,local_nabre,"ps103:1-2,3-4,6-7",The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.",repo://assets/nabre.db,,WORLD,complete,,e5ad0b140d157b29590c4ef07c17e67d95843905ae291ce4fd8f7d693545110f,05370feeef5f69551733802c4e7be0daa5d9d12f971271021c01b898485aa278
ps103_1_2_3_4_6_7,local_rsvce,"ps103:1-2,3-4,6-7",The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD works vindication and justice for all who are oppressed. He made known his ways to Moses, his acts to the people of Israel.",repo://assets/rsvce.db,,WORLD,complete,,cc0c5c9ece49daf7bfd9face013aac70f4affbd24bfd5018e57604b6a6a5e5b6,7742143a9b166d0917d0e06445e71d8b8057f072e080bf0cd3ee1213cdd06b2f
ps103_1_2_3_4_6_7_8_10,local_nabre,"ps103:1-2,3-4,6-7,8,10",The Lord's kindness is everlasting to those who fear him.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.",repo://assets/nabre.db,,WORLD,complete,,8ff47f7594f0019149bf0b2fd25a4daea8355713e73ca0bb955bb3b777bee95b,7bf9b1675cf268046b821635991cc7fce262103439784390a76f95998ee59057
ps103_1_2_3_4_6_7_8_10,local_rsvce,"ps103:1-2,3-4,6-7,8,10",The Lord's kindness is everlasting to those who fear him.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD works vindication and justice for all who are oppressed. He made known his ways to Moses, his acts to the people of Israel.

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

He does not deal with us according to our sins, nor requite us according to our iniquities.",repo://assets/rsvce.db,,WORLD,complete,,d5574b8ba3144df1ec3e268ecc01d3d3f4548e1718f37f728a92173b2882132a,faa19f6ee56653cbc3da6896ce677a6f92da2df7ae724542d3f29d5c5dc3a790
ps103_1_2_3_4_6_7_8_11,local_nabre,"ps103:1-2,3-4,6-7,8,11",(8a) The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

For as the heavens tower over the earth, so his mercy towers over those who fear him.",repo://assets/nabre.db,,WORLD,complete,,01cfbc4e38a85e5a3f748d5cb362740e64678ef3f0c526a6042f86401f8aa8c1,743925a8606c15823aabc265320f54431eacb6e1dc32e67c20226da79d3c821d
ps103_1_2_3_4_6_7_8_11,local_rsvce,"ps103:1-2,3-4,6-7,8,11",(8a) The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD works vindication and justice for all who are oppressed. He made known his ways to Moses, his acts to the people of Israel.

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

For as the heavens are high above the earth, so great is his steadfast love toward those who fear him;",repo://assets/rsvce.db,,WORLD,complete,,f31489637f7887fcb4171f59ce836d2c1bfd74abf3e98c53ed56d826044f45fa,8c55b68b741ae00194133e030c4fbc32a647fad0e29ff80c5c7ed9583e4d34f4
ps103_1_2_3_4_8_10,local_nabre,"ps103:1-2,3-4,8+10","O bless the Lord, my soul!","Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy. He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.",repo://assets/nabre.db,,WORLD,complete,,0ada74d167100225b510eb2f4458cb7bcaa3646746ead83f84d35c1291e2937a,43261ac6a9d424badc3562e2ed5c65946b5c1df8fad68273300f66a1bee9ebfd
ps103_1_2_3_4_8_10,local_rsvce,"ps103:1-2,3-4,8+10","O bless the Lord, my soul!","Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love. He does not deal with us according to our sins, nor requite us according to our iniquities.",repo://assets/rsvce.db,,WORLD,complete,,fdb841158609956892eb6f52fa749eb08c0cf7f33ee94c19b5c30bca09cdbbd7,bd32835a9d6654b3219b60e13544f79d497502b9949bbc991e5f1c552fc04661
ps103_1_2_3_4_8_10_12_13,local_nabre,"ps103:1-2,3-4,8,10,12-13",(8a) The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.

As far as the east is from the west, so far has he removed our sins from us. As a father has compassion on his children, so the LORD has compassion on those who fear him.",repo://assets/nabre.db,,WORLD,complete,,c66e74890225842added8df6bbbdf05d4b1e82e213c1b8405b28a9bbb47bde71,acbbec640064f0c6c2997de57c378ee5264980f8a404afb301f245a704f9f17c
ps103_1_2_3_4_8_10_12_13,local_rsvce,"ps103:1-2,3-4,8,10,12-13",(8a) The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

He does not deal with us according to our sins, nor requite us according to our iniquities.

as far as the east is from the west, so far does he remove our transgressions from us. As a father pities his children, so the LORD pities those who fear him.",repo://assets/rsvce.db,,WORLD,complete,,71708961763acbe3921161b41796e28fd824427127346db8d34830375301c754,b77aab11a45faa54c7956d3dfced5f8aa8ff27b5d89854dae991e4bcde02c50b
ps103_1_2_3_4_8_9_10_11,local_nabre,"ps103:1-2,3-4,8-9,10-11",The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy. He will not always accuse, and nurses no lasting anger;

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve. For as the heavens tower over the earth, so his mercy towers over those who fear him.",repo://assets/nabre.db,,WORLD,complete,,eaa44ee0f0af17a21741dea751d5fc6817265954b1ff975a6939ea55d0bcb32f,2fb2ae95508ecde3050ab022cc6cf5cfb7a59013571d58ffbb23ba4756505e7f
ps103_1_2_3_4_8_9_10_11,local_rsvce,"ps103:1-2,3-4,8-9,10-11",The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love. He will not always chide, nor will he keep his anger for ever.

He does not deal with us according to our sins, nor requite us according to our iniquities. For as the heavens are high above the earth, so great is his steadfast love toward those who fear him;",repo://assets/rsvce.db,,WORLD,complete,,0ed90d91018e8f3ef1eab01f7a79582742e337113c5dcd5643baa2ee35990fef,82e0ae693d2a2e302cabefc2b3bfd1b96a1147885b0c9897feb97186c0b5e2a4
ps103_1_2_3_4_8_9_11_12,local_nabre,"ps103:1-2,3-4,8-9,11-12",The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy. He will not always accuse, and nurses no lasting anger;

For as the heavens tower over the earth, so his mercy towers over those who fear him. As far as the east is from the west, so far has he removed our sins from us.",repo://assets/nabre.db,,WORLD,complete,,a96f7f319b17d3e153b8afff3ba7e9e628163d2a6a17c9000ed9e83a657fb771,2ad9e30424da1d0b441a87e1e07cde62eb09b8c0f9eb318ca0422e07eec02ca5
ps103_1_2_3_4_8_9_11_12,local_rsvce,"ps103:1-2,3-4,8-9,11-12",The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love. He will not always chide, nor will he keep his anger for ever.

For as the heavens are high above the earth, so great is his steadfast love toward those who fear him; as far as the east is from the west, so far does he remove our transgressions from us.",repo://assets/rsvce.db,,WORLD,complete,,03d9215a207aa126f97d9a947474dce20ae002f6134d926f8e361d01b919ec7d,226cd658e452bf26878273c6066bfaf54e85268930249e60bacdd70e555baac9
ps103_1_2_3_4_8_9_13_14_17_18a,local_nabre,"ps103:1-2,3-4,8-9,13-14,17-18a","O bless the Lord, my soul!","Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy. He will not always accuse, and nurses no lasting anger;

As a father has compassion on his children, so the LORD has compassion on those who fear him. For he knows how we are formed, remembers that we are dust.

But the LORD’s mercy is from age to age, toward those who fear him. His salvation is for the children’s children of those who keep his covenant, and remember to carry out his precepts.",repo://assets/nabre.db,,WORLD,complete,,3960730b0f9c83b67f846119368f0a2c76b6e14cedb44182c63537370e923f92,693f96420482d60588f5bf61cdcc76c420ff8beadc6117d4b82bc16ee053f50b
ps103_1_2_3_4_8_9_13_14_17_18a,local_rsvce,"ps103:1-2,3-4,8-9,13-14,17-18a","O bless the Lord, my soul!","Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love. He will not always chide, nor will he keep his anger for ever.

As a father pities his children, so the LORD pities those who fear him. For he knows our frame; he remembers that we are dust.

But the steadfast love of the LORDis from everlasting to everlasting upon those who fear him, and his righteousness to children's children, to those who keep his covenant and remember to do his commandments.",repo://assets/rsvce.db,,WORLD,complete,,4d49957e5d93a4924c13e2bb512a31bfc320343bbac4b88187be7ec8202ed65c,8aa48a46b3f566f04472454b7853724c4b721f30db770f75eafaf12363dc551b
ps103_1_2_3_4_9_10_11_12,local_nabre,"ps103:1-2,3-4,9-10,11-12","(8) The Lord is kind and merciful, slow to anger, and rich","Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

He will not always accuse, and nurses no lasting anger; He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.

For as the heavens tower over the earth, so his mercy towers over those who fear him. As far as the east is from the west, so far has he removed our sins from us.",repo://assets/nabre.db,,WORLD,complete,,eec88c59457fb4b2d788146f0ea66879c8a82b6435ac682210b6c774b8a85d49,c3e43082e00700223c30ed2cea8e04a1975e313bdf70d2b4ced32f279fb68688
ps103_1_2_3_4_9_10_11_12,local_rsvce,"ps103:1-2,3-4,9-10,11-12","(8) The Lord is kind and merciful, slow to anger, and rich","Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

He will not always chide, nor will he keep his anger for ever. He does not deal with us according to our sins, nor requite us according to our iniquities.

For as the heavens are high above the earth, so great is his steadfast love toward those who fear him; as far as the east is from the west, so far does he remove our transgressions from us.",repo://assets/rsvce.db,,WORLD,complete,,0f9228e5a7ed9e5498974a5fed6743ce30fcedcc93d8c5dd7b703d6363d4117a,30fca3df9a3c86fdc8e65b8c5d5edd7092423eed517b1caa38e2c53aa3cc5d77
ps103_1_4_8_10,local_nabre,"ps103:1-4,8,10",The Lord is kind and merciful.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts, Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.",repo://assets/nabre.db,,WORLD,complete,,9b1bf20484d79fc43e8f103398ccea59e97e27fb64bd30cefddc79c8b5ae69cc,d393051f7e0b2465c4004742a4655c5a18f9ecae09b91f45bde9720e8f63d2af
ps103_1_4_8_10,local_rsvce,"ps103:1-4,8,10",The Lord is kind and merciful.,"Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits, who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

He does not deal with us according to our sins, nor requite us according to our iniquities.",repo://assets/rsvce.db,,WORLD,complete,,d4cb8110e6d0722cc165c979ac22c43e6ef22b5ff65ce1db7f19d7a8be5f1bcc,c419d834f5be79929c670bb52a55d66f0159d1aef5193c69e0159552bd3802e8
ps103_1b_2_3_4_6_7,local_nabre,"ps103:1b-2,3-4,6-7",The Lord is compassionate and gracious.,"Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.",repo://assets/nabre.db,,WORLD,complete,,6a7924c8b9afdee986d1fcb941125eaf545f3ebade83ddd3f6068fd6f19136ad,242ff37b9bacf9d715dc32fe2150e2b5e9c2936aab403a819d3b332ceceae8b2
